individual	type	info	file	etag
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_134_0.fastq.gz	e18e32cfc660b0748634118265fc7e2b-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_135_0.fastq.gz	afe35c945eb485dbd5b2e912dc28deb5-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_136_0.fastq.gz	d4233c64a46c48182a87897142048904-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_137_0.fastq.gz	53734ffad66567f4cd931724533e2f34-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_138_0.fastq.gz	3baf42e87453415d486b7850dd258eb0-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_139_0.fastq.gz	6022bb4ff69a208ac04b08b88ca80118-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_140_0.fastq.gz	d63bca44328489bbaf044edae535eeb5-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_141_0.fastq.gz	939cdbfe2cf2904e65f6d212c8cd1631-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_142_0.fastq.gz	f734b2d9bb8f5d6549daee30d4579527-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_143_0.fastq.gz	db32e02fcb0ef2bb0c95ad621343c8d0-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_144_0.fastq.gz	934d83aec94de8f574279c18a5b43513-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_145_0.fastq.gz	ed37a049d57972d4043bdf54cc93c62e-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_146_0.fastq.gz	8b5d7a5fc622ca46431d901869c7810d-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_147_0.fastq.gz	2f54a691fcb3fb93e3e7e7453fed9f05-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_148_0.fastq.gz	5028e1e08f51cea1dd41ed4c38727c10-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_149_0.fastq.gz	73517ff1656ff8e4247fa9cd2588b057-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_150_0.fastq.gz	fd4ed5b6d38541f700dadb75ad5a6673-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_151_0.fastq.gz	ea9433099e592444822b1f1fc234552b-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_152_0.fastq.gz	606663cbceac1ac0c5b59fd1f310d7bf-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_153_0.fastq.gz	53ea43a1b0d2ba4cc30091a4e7c45958-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_154_0.fastq.gz	3cb9711604038acb42a8af4b8104c966-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_155_0.fastq.gz	806b09c631e4db3ed348fcee67e0a710-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_156_0.fastq.gz	1e441c9527335fc26a813bd799299a5e-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_157_0.fastq.gz	643be12c7edfd18afcbc0b55ebb9f8f7-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_158_0.fastq.gz	afbe5c82928390c50d6cf7ba9677aa2a-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_159_0.fastq.gz	34324f04c822576ed3c8883c788f200f-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_160_0.fastq.gz	66c84c6c30d61e4756fbc8b9cb5c2597-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_161_0.fastq.gz	16cf08a99fcd1d785c0c61b9330f32a9-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_162_0.fastq.gz	972e90c3d775c4c4ad1ff7907aab12ae-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_163_0.fastq.gz	561b12eae98db070789d0f29d56c029b-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_164_0.fastq.gz	6f3eecc2b6c8630e818a40cb6c17d264-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_165_0.fastq.gz	301330862380f7595d7dcfef940711da-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_166_0.fastq.gz	98307128a83ab178ee96cc6af0296727-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_167_0.fastq.gz	8d6c69a73f5b5f3df7d719c7efb5ef01-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_168_0.fastq.gz	7f29a7d5a50120b7f561f59686348311-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_169_0.fastq.gz	5ceafa9edb0a0ebc3f979b46333b2daa-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_170_0.fastq.gz	adf0587e93059ba4d8b38355ff567a21-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_171_0.fastq.gz	a67740b099944a06b4d6c755576a5c8c-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client1_172_0.fastq.gz	c829198ba8aa876da657fa1402919ec1-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_0_0.fastq.gz	511ae7d91a4f66e9ca40701e07c953dc-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_1_0.fastq.gz	0ccde442deec37fcd0d10fab60009c6d-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_2_0.fastq.gz	3049b455e781768f0be00dc0c866796d-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_3_0.fastq.gz	072a8211cdbd51ba62d9c9d24d771bdf-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_4_0.fastq.gz	833c7414cec9595daf75e6e84cffea6d-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_5_0.fastq.gz	a7c7f38f1c3617343de1c5c1816d256b-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_6_0.fastq.gz	3f36fb7ab4da0761f561f460dc847264-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_7_0.fastq.gz	881c0de1cbdb2f00eeb3dd96d7c94e25-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_8_0.fastq.gz	fcfc75ecb62589ce61984198eac725ac-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_9_0.fastq.gz	956170e9d8e4cc55e93ac6dcd5df3910-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_10_0.fastq.gz	f5edb7dd3e36b11cd52364970ba70818-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_11_0.fastq.gz	e8829dfa563ea45967ae32e66636b31c-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_12_0.fastq.gz	94a0934ed854e272a5325016a1582a61-3
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_13_0.fastq.gz	9d86dd8c6b896618961b3cadc780b43b-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_14_0.fastq.gz	e1a6b6c067d05ad6163409b106ae79f6-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_15_0.fastq.gz	6ea61bb233a8fb518e272f91d4b60954-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_16_0.fastq.gz	b8a3156aa8944bf9fde0784eddbc6803-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_17_0.fastq.gz	7958148d138a6a971e4677de8ce58d6d-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_18_0.fastq.gz	8d3410fd8f525ce9ce6ea415d456043a-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_19_0.fastq.gz	8cf1b8da2ca645413a561232be4146ac-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_20_0.fastq.gz	25c71929e00d2aad54a659a8b736ef6a-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_21_0.fastq.gz	10f7cf26ddf5d0afefd114253bbf0cad-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_22_0.fastq.gz	10143981c5cac1c760c45f7e69ba2bed-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_23_0.fastq.gz	c9151f0d2faace739830da3a010cf639-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_24_0.fastq.gz	738981df3be4e9ab3e1dc6ca7d0f16b8-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_25_0.fastq.gz	b336c367ce2693a7e094b0b962499464-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_26_0.fastq.gz	907b86dc401637d6ec4ff17d8afb049c-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_27_0.fastq.gz	f2fb21c0257defe088aa641c98a2110b-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_28_0.fastq.gz	bb34e60b1f53a367fa8bc83220af1a8b-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_29_0.fastq.gz	af1eba8d8ae71800e56f460944ccd974-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_30_0.fastq.gz	26db48cacef3eddd5222601781bcd7ed-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_31_0.fastq.gz	a4bf56d7678989e13ecca6ec83fe99ed-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_32_0.fastq.gz	cef0739a6ccde0c1cae8cb111d51cce8-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_33_0.fastq.gz	883374de0dccc3ca71d30c08e39f2601-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_34_0.fastq.gz	670475c527e7ec9fe451b6b77c9493cb-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_35_0.fastq.gz	d88343ece90d604eca587d87ff3c2d75-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_36_0.fastq.gz	cac46a21f8df5e07e8f35ebba5e9dbc6-4
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_37_0.fastq.gz	953c7702d470a081459103ca7de7e62e-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_38_0.fastq.gz	6c1d0763183f71a5ced735616db923cf-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_39_0.fastq.gz	22194ae2e06bd9946723c19d26454d18-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_40_0.fastq.gz	2b8d77e4d71aaa4b2fc64f0121d8a826-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_41_0.fastq.gz	a7a932750359e2a1c809099b8d39671f-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_42_0.fastq.gz	63c9dac9e7eaeee6862bf3ca20df2d80-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_43_0.fastq.gz	e9f1f03c746163960eb08a92b80a0817-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_44_0.fastq.gz	68fa2514b3cf00d586259a5306f7df9a-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_45_0.fastq.gz	5d43bfa9c3d629b46289bf73bfde2250-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_46_0.fastq.gz	6e42c4573fa22a4bee1afd05414eef80-4
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_47_0.fastq.gz	ba54ed2f7970184541bc1ed236e7ad7e-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_48_0.fastq.gz	c6f24c49ea483baf8d39ee2bfe7e2449-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_49_0.fastq.gz	d03cb66feb2353a17197f623af90beda-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_50_0.fastq.gz	bb329d775d8fb29a4e363958f70af1ed-4
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_51_0.fastq.gz	d6883c3ef840a6bd5a083db5639a0b6e-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_52_0.fastq.gz	2cbd3ad2f81c05d998065ec65d1835de-4
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_53_0.fastq.gz	965f6e47de153614235b3b96b0320b16-5
ilNocFimb1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Noctua_fimbriata/ilNocFimb1/genomic_data/ont/fastq_pass/fastq_runid_f85fc51c747daba0918c6b5eb48880856d913dcb_client2_54_0.fastq.gz	37759afa6a763c829fec6b38082d3bfb-5
